Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
11,Andrés Fernánd,es ESP,GK,33,,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,16
12,Sandro Ramíre,es ESP,FW,25,,16,1285,14.3,5,1,6,5,0,0,2,0,2.2,2.2,0.5,2.7,31,24,74,0.35,0.07,0.42,0.35,0.42,0.16,0.03,0.19,0.16,0.19,Matches,merged_,20
13,Shinji Okazaki,jp JPN,"FW,MF",34,,14,1128,12.5,1,1,2,1,0,0,1,0,2.1,2.1,0.2,2.3,8,12,46,0.08,0.08,0.16,0.08,0.16,0.16,0.02,0.18,0.16,0.18,Matches,merged_,25
14,Borja Garcí,es ESP,"MF,FW",29,,13,1117,12.4,1,0,1,1,0,0,0,0,1.2,1.2,1.1,2.3,23,61,53,0.08,0,0.08,0.08,0.08,0.1,0.09,0.19,0.1,0.19,Matches,merged_,21
15,Pedro López Muñ,es ESP,DF,36,,10,1067,11.9,0,1,1,0,0,0,2,0,0.1,0.1,1.6,1.7,16,48,48,0,0.08,0.08,0,0.08,0.01,0.14,0.15,0.01,0.15,Matches,merged_,22
16,Javier Ontiveros,es ESP,"FW,MF",22,,10,918,10.2,2,1,3,1,1,1,5,0,1.9,1.1,2.1,3.2,56,42,73,0.2,0.1,0.29,0.1,0.2,0.19,0.2,0.39,0.11,0.31,Matches,merged_,20
17,Denis Vavro,sk SVK,DF,24,,9,611,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,5,23,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,merged_,11
18,Dani Escriche,es ESP,"FW,MF",22,,7,857,9.5,1,1,2,1,0,0,5,1,2.1,2.1,1.3,3.4,28,27,48,0.11,0.11,0.21,0.11,0.21,0.23,0.13,0.36,0.23,0.36,Matches,merged_,23
19,Idrissa Doumbia,ci CIV,MF,22,,7,779,8.7,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.4,8,31,4,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,merged_,23
20,Gastón Silv,uy URU,DF,26,,6,600,6.7,0,0,0,0,0,0,2,0,0,0,0,0,13,29,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,12
21,Sergio Góme,es ESP,"MF,FW",19,,4,792,8.8,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,22,34,57,0,0.11,0.11,0,0.11,0.09,0.17,0.27,0.09,0.27,Matches,merged_,29
22,Juan Carlos,es ESP,"MF,FW",29,,3,291,3.2,0,1,1,0,0,0,0,0,0.6,0.6,0.4,0.9,5,16,17,0,0.31,0.31,0,0.31,0.18,0.11,0.28,0.18,0.28,Matches,merged_,15
23,Luisinho,pt POR,DF,35,,2,179,2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,4,8,6,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,merged_,5
24,Kelechi Nwakali,ng NGA,"MF,FW",22,,1,141,1.6,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,merged_,5
25,Eugeni Valderrama,es ESP,"MF,FW",26,,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,4,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches,merged_,3
26,Joaquín Muñ,es ESP,FW,21,,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,2,2,6,0,0,0,0,0,0.08,0.05,0.13,0.08,0.13,Matches,merged_,3
27,Kevin Carlos,es ESP,FW,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
28,Javier Gasca,es ESP,GK,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
29,Juan Peñaloz,co COL,MF,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
30,Squad Total,,,28,,418,3420,38,32,23,55,29,3,4,69,2,38.9,36.1,26.7,62.8,618,1185,1173,0.84,0.61,1.45,0.76,1.37,1.02,0.7,1.73,0.95,1.65,,merged_,38
31,Opponent Total,,,27.3,,418,3420,38,51,37,88,46,5,5,64,2,48.4,44.6,35.9,80.5,657,1447,1433,1.34,0.97,2.32,1.21,2.18,1.27,0.95,2.22,1.17,2.12,,merged_,38
0,Carlos Clerc,es ESP,DF,28,35,30,2781,30.9,0,3,3,0,0,0,5,0,0.3,0.3,3.2,3.5,87,147,196,0,0.1,0.1,0,0.1,0.01,0.1,0.11,0.01,0.11,Matches,merged_,
1,José Luis Morale,es ESP,"MF,FW",33,38,30,2439,27.1,13,3,16,13,0,1,3,0,7.2,6.5,4.9,11.4,78,75,190,0.48,0.11,0.59,0.48,0.59,0.27,0.18,0.45,0.24,0.42,Matches,merged_,
2,Aitor Fernánde,es ESP,GK,29,29,29,2610,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
3,Roger Mart�,es ESP,FW,29,33,26,2198,24.4,12,4,16,10,2,4,4,0,9.7,6.5,2.8,9.3,12,44,155,0.49,0.16,0.66,0.41,0.57,0.4,0.12,0.51,0.27,0.38,Matches,merged_,
4,Mickael Malsa,mq MTQ,MF,24,35,25,2338,26,1,0,1,1,0,0,5,0,1.6,1.6,0.6,2.2,24,137,15,0.04,0,0.04,0.04,0.04,0.06,0.02,0.09,0.06,0.09,Matches,merged_,
5,Rúben Vez,pt POR,DF,26,32,25,2316,25.7,1,0,1,1,0,0,7,0,0.3,0.3,0.2,0.5,25,111,6,0.04,0,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,Matches,merged_,
6,�scar Duarte,cr CRC,DF,31,29,23,2060,22.9,1,0,1,1,0,0,2,0,0.8,0.8,0.2,0.9,6,52,3,0.04,0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches,merged_,
7,Jorge de Frutos,es ESP,MF,23,37,22,2186,24.3,4,9,13,4,0,0,3,0,3.4,3.4,4.4,7.8,72,74,204,0.16,0.37,0.54,0.16,0.54,0.14,0.18,0.32,0.14,0.32,Matches,merged_,
8,Gonzalo Melero,es ESP,"MF,FW",26,29,21,1853,20.6,7,1,8,7,0,0,4,0,3.7,3.7,1.5,5.2,32,112,56,0.34,0.05,0.39,0.34,0.39,0.18,0.07,0.25,0.18,0.25,Matches,merged_,
9,Jorge Miramó,es ESP,DF,31,26,19,1732,19.2,0,3,3,0,0,0,1,0,0.5,0.5,1.7,2.2,48,83,93,0,0.16,0.16,0,0.16,0.03,0.09,0.11,0.03,0.11,Matches,merged_,
10,Enis Bardhi,mk MKD,MF,25,26,19,1682,18.7,1,2,3,1,0,0,4,0,2.7,2.7,1.1,3.9,44,117,117,0.05,0.11,0.16,0.05,0.16,0.15,0.06,0.21,0.15,0.21,Matches,merged_,
11,Sergio Postigo,es ESP,DF,31,22,19,1623,18,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,9,58,3,0,0,0,0,0,0,0.01,0.02,0,0.02,Matches,merged_,
12,Dani Góme,es ESP,FW,22,34,17,1666,18.5,2,2,4,2,0,0,3,0,2.7,2.7,0.8,3.5,42,33,133,0.11,0.11,0.22,0.11,0.22,0.15,0.04,0.19,0.15,0.19,Matches,merged_,
13,Rubén Rochin,es ESP,MF,29,25,17,1404,15.6,0,1,1,0,0,0,5,0,1.4,1.4,1.7,3.1,26,113,59,0,0.06,0.06,0,0.06,0.09,0.11,0.2,0.09,0.2,Matches,merged_,
14,Rober,es ESP,"DF,MF",25,19,16,1425,15.8,0,1,1,0,0,0,3,1,0.3,0.3,0.5,0.8,12,79,1,0,0.06,0.06,0,0.06,0.02,0.03,0.05,0.02,0.05,Matches,merged_,
15,Nemanja Radoja,rs SRB,MF,27,21,13,1121,12.5,0,2,2,0,0,0,1,0,0.2,0.2,0.2,0.4,16,63,19,0,0.16,0.16,0,0.16,0.02,0.02,0.04,0.02,0.04,Matches,merged_,
16,Coke,es ESP,DF,33,17,11,835,9.3,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,10,39,23,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches,merged_,
17,Nikola Vukčevi,me MNE,MF,28,13,11,810,9,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,1,17,3,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches,merged_,
18,Son,es ESP,"DF,MF",26,28,10,1106,12.3,0,0,0,0,0,0,3,0,0.6,0.6,1.2,1.8,23,62,104,0,0,0,0,0,0.05,0.1,0.15,0.05,0.15,Matches,merged_,
19,Toñ,es ESP,"DF,FW",30,12,9,726,8.1,0,2,2,0,0,0,2,0,0,0,0.5,0.5,15,28,39,0,0.25,0.25,0,0.25,0.01,0.06,0.07,0.01,0.07,Matches,merged_,
20,José Campa�,es ESP,MF,27,9,8,748,8.3,1,2,3,0,1,1,0,0,1.5,0.7,2,2.8,26,74,48,0.12,0.24,0.36,0,0.24,0.18,0.25,0.43,0.09,0.34,Matches,merged_,
21,Cárdena,es ESP,GK,23,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
22,Sergio Leó,es ESP,FW,31,28,6,748,8.3,2,0,2,2,0,0,0,0,2.5,2.5,0.3,2.8,6,11,42,0.24,0,0.24,0.24,0.24,0.3,0.03,0.34,0.3,0.34,Matches,merged_,
23,�lex Cantero,es ESP,FW,20,4,3,237,2.6,0,0,0,0,0,0,1,0,0.4,0.4,0.9,1.3,5,4,13,0,0,0,0,0,0.17,0.33,0.5,0.17,0.5,Matches,merged_,
24,Koke Vegas,es ESP,GK,24,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
25,Cheick Doukour�,ci CIV,"MF,FW",27,7,0,101,1.1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,3,2,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches,merged_,
26,Giorgi Kochorashvili,ge GEO,MF,21,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0.07,0.16,0.23,0.07,0.23,Matches,merged_,
27,Alejandro Blesa,es ESP,MF,18,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
28,Edgar Sevikyan,am ARM,MF,18,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
29,Pablo Cuña,es ESP,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
30,Euse,es ESP,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
31,Hernâni Forte,pt POR,"FW,MF",28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
32,Pablo Martíne,es ESP,MF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
33,Alfredo Pedraza,es ESP,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
34,Squad Total,,,28,38,418,3420,38,45,35,80,42,3,6,68,1,40.4,35.7,29.6,65.3,619,1537,1526,1.18,0.92,2.11,1.11,2.03,1.06,0.78,1.84,0.94,1.72,,merged_,
35,Opponent Total,,,27.4,38,418,3420,38,55,42,97,52,3,4,87,7,53.4,50.6,39.9,90.5,625,1298,1283,1.45,1.11,2.55,1.37,2.47,1.41,1.05,2.46,1.33,2.38,,merged_,
0,David Garcí,es ESP,DF,26,,35,3150,35,1,0,1,1,0,0,8,0,1.1,1.1,0.6,1.7,4,124,2,0.03,0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,Matches,merged_,35
1,Rubén Garc�,es ESP,"MF,FW",27,,33,2718,30.2,3,5,8,2,1,1,2,0,2.6,1.8,5.5,7.3,40,98,197,0.1,0.17,0.26,0.07,0.23,0.09,0.18,0.27,0.06,0.24,Matches,merged_,37
2,Sergio Herrera,es ESP,GK,27,,32,2958,32.9,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,merged_,33
3,Jon Moncayola,es ESP,MF,22,,28,2660,29.6,2,0,2,2,0,0,7,1,1.4,1.4,1.4,2.7,27,111,45,0.07,0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,Matches,merged_,36
4,Nacho Vidal,es ESP,DF,25,,25,2348,26.1,0,0,0,0,0,0,10,0,0.8,0.8,1.6,2.4,18,87,58,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09,Matches,merged_,34
5,Oier Sanjurjo,es ESP,MF,34,,24,2084,23.2,0,2,2,0,0,0,10,0,1.1,1.1,2.2,3.4,8,80,35,0,0.09,0.09,0,0.09,0.05,0.1,0.15,0.05,0.15,Matches,merged_,32
6,Aridane Hernánde,es ESP,DF,31,,24,2026,22.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.6,3,43,0,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches,merged_,24
7,Juan Cruz Armada,es ESP,DF,28,,23,1962,21.8,0,0,0,0,0,0,4,0,0.1,0.1,0.5,0.5,19,58,41,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,merged_,26
8,Jonathan Calleri,ar ARG,FW,26,,20,1544,17.2,5,2,7,5,0,0,4,0,5.7,5.5,0.7,6.3,20,31,97,0.29,0.12,0.41,0.29,0.41,0.33,0.04,0.38,0.32,0.37,Matches,merged_,25
9,Roberto Torres,es ESP,"MF,FW",31,,19,1894,21,7,1,8,3,4,5,0,0,5.9,2.5,1.6,4.1,27,79,95,0.33,0.05,0.38,0.14,0.19,0.28,0.08,0.35,0.12,0.2,Matches,merged_,35
10,Ante Budimir,hr CRO,FW,29,,18,1625,18.1,11,0,11,11,0,0,3,0,9.2,9.2,0.8,10,14,29,103,0.61,0,0.61,0.61,0.61,0.51,0.04,0.55,0.51,0.55,Matches,merged_,30
11,Lucas Torr�,es ESP,MF,26,,17,1548,17.2,0,1,1,0,0,0,4,0,1.5,1.5,0.4,1.9,5,55,15,0,0.06,0.06,0,0.06,0.09,0.02,0.11,0.09,0.11,Matches,merged_,25
12,Kike Barja,es ESP,"MF,FW",23,,17,1433,15.9,2,3,5,2,0,0,2,0,2.6,2.6,2,4.6,46,55,143,0.13,0.19,0.31,0.13,0.31,0.16,0.12,0.29,0.16,0.29,Matches,merged_,33
13,Iñigo Pér,es ESP,"MF,DF",32,,16,1347,15,0,0,0,0,0,0,4,1,0.3,0.3,0.9,1.1,6,76,34,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches,merged_,22
14,Facundo Roncaglia,ar ARG,DF,33,,14,1232,13.7,1,1,2,1,0,0,3,1,0.5,0.5,0.5,1,12,33,24,0.07,0.07,0.15,0.07,0.15,0.04,0.04,0.07,0.04,0.07,Matches,merged_,17
15,Unai Garcí,es ESP,DF,28,,13,1242,13.8,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.8,4,35,1,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,merged_,17
16,Manu Sánche,es ESP,DF,19,,10,976,10.8,0,4,4,0,0,0,4,0,0.1,0.1,1.2,1.4,20,51,54,0,0.37,0.37,0,0.37,0.01,0.11,0.13,0.01,0.13,Matches,merged_,16
17,Darko Brašana,rs SRB,MF,28,,9,909,10.1,2,0,2,2,0,0,4,0,0.9,0.9,0.1,1.1,22,40,46,0.2,0,0.2,0.2,0.2,0.09,0.01,0.11,0.09,0.11,Matches,merged_,16
18,Jony,es ESP,"MF,FW",29,,9,871,9.7,0,2,2,0,0,0,0,0,0.7,0.7,2.7,3.3,24,48,84,0,0.21,0.21,0,0.21,0.07,0.28,0.34,0.07,0.34,Matches,merged_,22
19,Enric Gallego,es ESP,FW,33,,8,806,9,0,2,2,0,0,0,2,0,1.8,1.8,0.6,2.4,5,31,46,0,0.22,0.22,0,0.22,0.2,0.06,0.27,0.2,0.27,Matches,merged_,22
20,Javi Martíne,es ESP,"MF,FW",20,,6,460,5.1,1,1,2,1,0,0,1,0,0.7,0.7,0.4,1,4,11,19,0.2,0.2,0.39,0.2,0.39,0.13,0.07,0.2,0.13,0.2,Matches,merged_,13
21,Adrián Lóp,es ESP,"FW,MF",32,,5,481,5.3,1,1,2,1,0,0,0,0,1.4,1.4,0.2,1.6,12,23,43,0.19,0.19,0.37,0.19,0.37,0.27,0.03,0.3,0.27,0.3,Matches,merged_,17
22,Jonás Ramalh,es ESP,DF,27,,3,304,3.4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,merged_,5
23,Juan Pére,es ESP,GK,24,,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,3
24,Rubé,es ESP,GK,36,,3,187,2.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,3
25,Ezequiel Ávil,ar ARG,"FW,MF",26,,2,202,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,6,9,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,merged_,8
26,Raúl Nava,es ESP,DF,32,,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,merged_,2
27,Marc Cardona,es ESP,"FW,DF",25,,0,53,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,5,0,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches,merged_,3
28,Brandon,es ESP,"FW,MF",25,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
29,Asier Córdob,es ESP,FW,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
30,Iñak,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
31,Iván Martín,es ESP,GK,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
32,Aimar Oroz,es ESP,MF,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
33,Kike Saverio,es ESP,MF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
34,Gorka Zabarte,es ESP,DF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Squad Total,,,27.9,,418,3420,38,36,25,61,31,5,6,80,5,38.7,34.7,24.9,59.7,345,1220,1200,0.95,0.66,1.61,0.82,1.47,1.02,0.66,1.68,0.91,1.57,,merged_,38
36,Opponent Total,,,27.4,,418,3420,38,46,31,77,41,5,8,65,0,47.8,41.5,33.2,74.6,678,1525,1510,1.21,0.82,2.03,1.08,1.89,1.26,0.87,2.13,1.09,1.96,,merged_,38
0,Emerson,br BRA,DF,21,,34,2991,33.2,1,4,5,1,0,0,9,1,1.5,1.5,2.7,4.3,91,132,186,0.03,0.12,0.15,0.03,0.15,0.05,0.08,0.13,0.05,0.13,Matches,merged_,34
1,Guido Rodrígue,ar ARG,MF,26,,34,2864,31.8,1,0,1,1,0,0,10,0,2.3,2.3,0.7,3,14,127,12,0.03,0,0.03,0.03,0.03,0.07,0.02,0.1,0.07,0.1,Matches,merged_,35
2,Nabil Fekir,fr FRA,"MF,FW",27,,33,2622,29.1,5,6,11,4,1,3,5,1,7,4.6,5.2,9.8,103,152,182,0.17,0.21,0.38,0.14,0.34,0.24,0.18,0.42,0.16,0.34,Matches,merged_,33
3,Sergio Canales,es ESP,"MF,FW",29,,28,2498,27.8,8,6,14,6,2,3,4,0,5.3,2.9,6.7,9.6,102,200,127,0.29,0.22,0.5,0.22,0.43,0.19,0.24,0.43,0.1,0.35,Matches,merged_,31
4,Aïssa Mand,dz ALG,DF,28,,27,2392,26.6,3,1,4,3,0,0,6,2,2.1,2.1,0.8,2.9,5,62,3,0.11,0.04,0.15,0.11,0.15,0.08,0.03,0.11,0.08,0.11,Matches,merged_,28
5,Víctor Rui,es ESP,DF,31,,24,2157,24,2,0,2,2,0,0,9,0,1.5,1.5,0.1,1.6,13,76,3,0.08,0,0.08,0.08,0.08,0.06,0,0.07,0.06,0.07,Matches,merged_,27
6,Aitor Ruibal,es ESP,"FW,MF",24,,21,1593,17.7,2,2,4,2,0,0,2,0,2.9,2.9,2.1,5,40,54,148,0.11,0.11,0.23,0.11,0.23,0.16,0.12,0.28,0.16,0.28,Matches,merged_,28
7,Claudio Bravo,cl CHI,GK,37,,20,1800,20,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,merged_,20
8,�lex Moreno,es ESP,DF,27,,20,1786,19.8,0,2,2,0,0,0,4,0,0.9,0.9,2.8,3.7,61,65,84,0,0.1,0.1,0,0.1,0.05,0.14,0.19,0.05,0.19,Matches,merged_,23
9,Marc Bartra,es ESP,DF,29,,19,1694,18.8,0,1,1,0,0,0,3,0,0.6,0.6,1,1.6,4,31,4,0,0.05,0.05,0,0.05,0.03,0.05,0.08,0.03,0.08,Matches,merged_,19
10,Juan Miranda,es ESP,DF,20,,18,1652,18.4,1,2,3,1,0,0,4,0,0.7,0.7,1.5,2.2,21,68,89,0.05,0.11,0.16,0.05,0.16,0.04,0.08,0.12,0.04,0.12,Matches,merged_,22
11,Joel Robles,es ESP,GK,30,,18,1620,18,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,18
12,Andrés Guardad,mx MEX,MF,33,,17,1318,14.6,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.7,26,88,27,0.07,0,0.07,0.07,0.07,0.02,0.02,0.05,0.02,0.05,Matches,merged_,24
13,Joaquí,es ESP,"FW,MF",39,,16,1291,14.3,2,6,8,2,0,0,2,0,0.6,0.6,3,3.5,46,77,121,0.14,0.42,0.56,0.14,0.56,0.04,0.21,0.25,0.04,0.25,Matches,merged_,27
14,Borja Iglesias,es ESP,FW,27,,15,1411,15.7,11,0,11,6,5,5,2,0,8.4,4.4,0.7,5.1,7,12,72,0.7,0,0.7,0.38,0.38,0.53,0.04,0.58,0.28,0.33,Matches,merged_,28
15,Cristian Tello,es ESP,"FW,MF",28,,12,1283,14.3,5,3,8,5,0,0,2,1,2.7,2.7,2.3,5,51,42,98,0.35,0.21,0.56,0.35,0.56,0.19,0.16,0.35,0.19,0.35,Matches,merged_,29
16,William Carvalho,pt POR,MF,28,,12,1223,13.6,2,0,2,2,0,0,6,1,1.2,1.2,0.7,1.9,10,101,19,0.15,0,0.15,0.15,0.15,0.09,0.05,0.14,0.09,0.14,Matches,merged_,27
17,Antonio Sanabria,py PAR,FW,24,,10,932,10.4,3,0,3,3,0,0,2,0,5,5,0.1,5.2,14,14,37,0.29,0,0.29,0.29,0.29,0.48,0.01,0.5,0.48,0.5,Matches,merged_,16
18,Loren Moró,es ESP,FW,26,,9,991,11,1,0,1,1,0,0,2,0,2.8,2.8,0.4,3.2,6,23,49,0.09,0,0.09,0.09,0.09,0.26,0.03,0.29,0.26,0.29,Matches,merged_,26
19,Diego Lainez,mx MEX,"FW,MF",20,,8,862,9.6,0,2,2,0,0,0,5,0,0.7,0.7,0.5,1.3,49,36,80,0,0.21,0.21,0,0.21,0.07,0.06,0.13,0.07,0.13,Matches,merged_,21
20,Sidnei,br BRA,DF,30,,7,697,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,4,8,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,merged_,11
21,Juanmi,es ESP,"FW,MF",27,,5,604,6.7,2,0,2,2,0,0,1,0,2.4,2.4,0.1,2.5,6,6,34,0.3,0,0.3,0.3,0.3,0.36,0.01,0.38,0.36,0.38,Matches,merged_,16
22,Rodri,es ESP,"FW,MF",20,,5,537,6,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.9,13,35,31,0,0,0,0,0,0.04,0.1,0.14,0.04,0.14,Matches,merged_,15
23,Paul Akouokou,ci CIV,MF,22,,4,378,4.2,0,0,0,0,0,0,5,1,0,0,0.6,0.6,4,13,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches,merged_,10
24,Martín Montoy,es ESP,DF,29,,2,239,2.7,0,0,0,0,0,0,0,1,0.1,0.1,0.4,0.5,4,17,19,0,0,0,0,0,0.04,0.14,0.18,0.04,0.18,Matches,merged_,5
25,Fran Delgado,es ESP,DF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
26,Yassin Fekir,fr FRA,FW,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
27,Geovanni,es ESP,DF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
28,Carlos Marí,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
29,Daniel Martí,es ESP,GK,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
30,Rebollo,es ESP,GK,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
31,Squad Total,,,27.9,,418,3420,38,50,35,85,42,8,11,93,8,49.1,40.5,33.4,73.9,694,1441,1427,1.32,0.92,2.24,1.11,2.03,1.29,0.88,2.17,1.07,1.94,,merged_,38
32,Opponent Total,,,27.4,,418,3420,38,47,31,78,39,8,10,83,2,46.8,39.2,30.1,69.3,549,1311,1297,1.24,0.82,2.05,1.03,1.84,1.23,0.79,2.02,1.03,1.82,,merged_,38
0,Thibaut Courtois,be BEL,GK,28,,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,38
1,Karim Benzema,fr FRA,FW,32,,33,2894,32.2,23,9,32,22,1,1,2,0,18.5,17.7,6.4,24.1,107,114,256,0.72,0.28,1,0.68,0.96,0.58,0.2,0.78,0.55,0.75,Matches,merged_,34
2,Casemiro,br BRA,MF,28,,32,2901,32.2,6,4,10,6,0,0,11,1,6.2,6.2,2.7,8.8,20,135,45,0.19,0.12,0.31,0.19,0.31,0.19,0.08,0.27,0.19,0.27,Matches,merged_,34
3,Luka Modri�,hr CRO,MF,34,,32,2733,30.4,5,3,8,5,0,0,4,0,2.3,2.3,4.6,6.9,67,283,108,0.16,0.1,0.26,0.16,0.26,0.08,0.15,0.23,0.08,0.23,Matches,merged_,35
4,Raphaël Varan,fr FRA,DF,27,,31,2715,30.2,2,0,2,2,0,0,2,0,2.8,2.8,0.3,3.1,28,98,5,0.07,0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,Matches,merged_,31
